FID;objectid;jaartal_registratie;id;typesensor;xcod;ycod;naam;aantalcameras;verantwoordelijke;doelstelling;grondslag;aardvandedata;bewaartermijn;levering_derden;toegang;foto;beveiligingseisen;jaartalingang;datum_einde;lon;lat;geom
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5306;;;;Slimme verlichting;230234.431;579641.207;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.51301566;53.1981298;POINT (230234.43069918404 579641.206498282)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5305;;;;Slimme verlichting;230250.452;579653.357;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.5132582;53.19823672;POINT (230250.4519991835 579653.3568982786)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5304;;;;Slimme verlichting;230231.89;579657.941;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.51298156;53.19828051;POINT (230231.88989918266 579657.9410982807)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5303;;;;Slimme verlichting;230226.551;579661.061;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.51290241;53.19830928;POINT (230226.55059918342 579661.0605982816)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5302;;;;Slimme verlichting;230311.474;579616.609;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.51416256;53.19789799;POINT (230311.473999184 579616.6084982813)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5301;;;;Slimme verlichting;230293.663;579625.852;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.51389826;53.19798354;POINT (230293.66339918616 579625.8518982814)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-5300;;;;Slimme verlichting;230281.038;579613.931;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Veiligheid en energiebesparing;Artikel 14, wegen en verkeersveiligheid;Data wordt niet bewaard;N.v.t;Nee;Specialist verlichting;;Voldoet aan AVG;2012;Doorlopend;6.51370658;53.19787821;POINT (230281.03819918245 579613.931198286)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52ff;;;;Watersensor;235886.66;584486.303;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.59879763;53.24083426;POINT (235886.65989930858 584486.3029980962)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52fe;;;;Watersensor;232473.393;584416.046;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.54766431;53.24070794;POINT (232473.39269930043 584416.0462981209)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52fd;;;;Watersensor;237532.406;581335.533;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.62263369;53.21227731;POINT (237532.4062992769 581335.5332981317)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52fc;;;;Watersensor;232895.94;580184.945;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.55296624;53.20263461;POINT (232895.94039922807 580184.9453982564)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52fb;;;;Watersensor;236092.3;585212.42;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.60206075;53.24732639;POINT (236092.29999931037 585212.4200980826)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52fa;;;;Watersensor;237106.196;584490.142;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.61706178;53.24068306;POINT (237106.19599930535 584490.1423980907)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f9;;;;Watersensor;237726.61;584541.854;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.62636606;53.24105209;POINT (237726.6099993006 584541.8539980702)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f8;;;;Watersensor;237575.343;584507.546;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.62409192;53.24076723;POINT (237575.34269930338 584507.545998074)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f7;;;;Watersensor;237410.04;584371.873;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.62158161;53.23957387;POINT (237410.04039930255 584371.8732980707)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f6;;;;Watersensor;237112.184;584136.395;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.61706094;53.23750418;POINT (237112.1842993081 584136.395398087)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f5;;;;Watersensor;236744.153;583805.791;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.6114657;53.23459045;POINT (236744.15259930282 583805.7906981026)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f4;;;;Watersensor;236068.885;582441.151;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.6010101;53.22243349;POINT (236068.88469927895 582441.1513981463)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f3;;;;Watersensor;236065.614;582423.164;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.6009566;53.22227239;POINT (236065.61429928007 582423.1641981471)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f2;;;;Watersensor;235894.326;582360.617;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.59837682;53.22173638;POINT (235894.32619927704 582360.6173981726)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f1;;;;Watersensor;235894.326;582343.039;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.59837239;53.22157846;POINT (235894.32619927707 582343.0388981682)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52f0;;;;Watersensor;235854.519;582163.524;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.59773134;53.21997174;POINT (235854.5190992747 582163.5236981655)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52ef;;;;Watersensor;235824.498;582228.677;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.59729836;53.22056159;POINT (235824.49769927392 582228.6765981718)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52ee;;;;Watersensor;234778.297;582397.41;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.58168008;53.22223432;POINT (234778.29659927206 582397.4095981701)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52ed;;;;Watersensor;234782.793;582412.944;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.58175125;53.22237321;POINT (234782.79339927383 582412.9440981711)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52ec;;;;Watersensor;235176.899;582823.333;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.58775316;53.22600123;POINT (235176.89919929588 582823.3333981198)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52eb;;;;Watersensor;233936.383;583856.38;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.56943594;53.23546626;POINT (233936.38309929517 583856.3794981316)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52ea;;;;Watersensor;233984.29;583394.281;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.57003958;53.23130777;POINT (233984.28959929384 583394.2813981326)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e9;;;;Watersensor;234716.486;584787.103;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.58134825;53.24371213;POINT (234716.48569930746 584787.1029980939)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e8;;;;Watersensor;234703.666;584763.294;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.58115034;53.24350014;POINT (234703.6656993071 584763.2942980914)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e7;;;;Watersensor;233788.671;582740.557;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.5669503;53.22546361;POINT (233788.6713992891 582740.5573981354)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e6;;;;Watersensor;233156.628;582836.103;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.55751158;53.22641459;POINT (233156.62779929128 582836.1032981438)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e5;;;;Watersensor;233134.389;582848.662;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.55718171;53.22653066;POINT (233134.3889992907 582848.6616981383)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e4;;;;Watersensor;232911.332;582531.591;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.55376544;53.22371461;POINT (232911.33199926774 582531.5911981915)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e3;;;;Watersensor;231021.496;583024.421;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.52559132;53.22841376;POINT (231021.49639927212 583024.4210981545)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e2;;;;Watersensor;229732.226;580524.369;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.5057073;53.20613453;POINT (229732.22559920134 580524.3693982309)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e1;;;;Watersensor;232709.245;579428.723;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.54999008;53.19586777;POINT (232709.24489919282 579428.7228983107)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52e0;;;;Watersensor;234019.665;580064.226;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.56975028;53.20138557;POINT (234019.6649992297 580064.2257982545)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52df;;;;Watersensor;234506.307;579248.18;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.57682971;53.19398225;POINT (234506.3068991945 579248.1801983233)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52de;;;;Watersensor;235790.108;579066.422;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.59598892;53.19215739;POINT (235790.10789919828 579066.4217983154)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52dd;;;;Watersensor;235203.445;580850.077;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.58765799;53.20826977;POINT (235203.44509923534 580850.07739824)
Sensorenregister gemeente Groningen.fid--641af124_1957f09e0d5_-52dc;;;;Watersensor;234380.954;581708.808;;;Dir. Stadsbeheer, afd. Beheer Openbare Ruimte;Montoring kwaliteit en kwantiteit;N.v.t.;De data wordt opgeslagen op een externe server;Permanent;Op verzoek;Specialisten water/riolering;;Voldoet aan AVG;2000;Doorlopend;6.57556202;53.21610702;POINT (234380.9542992714 581708.8079981832)
